segment,delta0,theta0,alpha0,beta0,gamma0,TBR0,delta1,theta1,alpha1,beta1,gamma1,TBR1,delta2,theta2,alpha2,beta2,gamma2,TBR2,delta3,theta3,alpha3,beta3,gamma3,TBR3,Mean_TBR,label,file
60,0.019841314133325596,0.056789491360889004,0.06221575292529875,0.051730070577118814,0.35483810114306463,0.09898992221967985,0.16064407706520367,0.13577638203694972,0.09837266719005718,0.3071387863698696,0.27304881086754146,0.09608891762962087,0.013136513569101534,0.06086085863683849,0.03366084716138394,0.14531598651043737,0.16983884454913434,0.09266636225340748,0.0023283742424922444,0.0011395445104760416,0.009152246295418734,0.026037103524760467,0.1476148886444174,0.00436641952475508,0.034148332450844754,Stroop,Stroop.csv
61,0.02863163668510285,0.15007431640214236,0.16619179170362805,0.041367045678468634,0.24506192604900456,0.29413127043434656,0.23238538623982313,0.32161300061693454,0.15365401112016025,0.2552030799607582,0.2987594125529124,0.2706230334512829,0.05293421511621695,0.17728908702649707,0.18467370479927284,0.1392122326908759,0.11686727984855595,0.2697646509452365,0.02604596670858039,0.05989037637043985,0.037741627380261725,0.01872224132751893,0.10326153047317642,0.17230573534368004,0.2607858066212802,Stroop,Stroop.csv
62,0.03050927876391289,0.07603778454741145,0.05791155108934057,0.04435509053446968,0.25410373920631824,0.14494351240536518,0.07080370645441375,0.2146942009094156,0.12178672565862493,0.33264420367367975,0.16331063195770695,0.14316538327031175,0.013784070639509956,0.18353061340810284,0.12690208137867037,0.2648450460416039,0.1763046970453523,0.1696483638621339,0.0016487346285021722,0.005679787628065774,0.013972153316722746,0.0144535570788215,0.1177563996315218,0.022319179775567778,0.07401248955858729,Stroop,Stroop.csv
63,0.0024175353180683696,0.0877148581904508,0.1597759740936711,0.061763267974434294,0.23044984093327747,0.1340714807988902,0.1146781562250476,0.34709861702109646,0.10645641070834673,0.18064586712857153,0.2635816593121112,0.37757220877166076,0.0345380509709261,0.24838728726143128,0.18934921241287522,0.14323863023587252,0.19407738620984022,0.36855385884631675,0.010226705601034555,0.021977272998704295,0.034457333818301544,0.021190851505454047,0.1446386015805507,0.05958289158968248,0.15502383988580354,Stroop,Stroop.csv
64,0.020061372267777565,0.07307429666146747,0.3183035023754527,0.025911593985214285,0.22153147632111608,0.18703573043829338,0.04313919319699269,0.10202415879753157,0.08743446838262751,0.143272887984748,0.3375190730141874,0.13895715536579314,0.011757417805184592,0.12189314642933292,0.12771017561807282,0.11841178328289695,0.2915978430955677,0.2091866474188978,0.01144525995224788,0.0078267460515409,0.03211212093510485,0.008750254796142259,0.11261252307677454,0.03909644236213329,0.10143882910380654,Stroop,Stroop.csv
65,0.020710933914491973,0.05076712437522352,0.08858266995135171,0.018077710060477082,0.11613887782382727,0.15436653239123144,0.19833438233074085,0.21737427982979832,0.15879365847862117,0.12847462954668912,0.30951299431280044,0.30090626659655206,0.056040200342347524,0.13196043028806098,0.17734030000185635,0.11428419970926523,0.1917629044679059,0.23148312254112757,0.010765325484255253,0.014037560855428333,0.008303827314321659,0.016128800437925448,0.0569338419608454,0.04683321153461822,0.12327918683569712,Stroop,Stroop.csv
66,0.08020095183073377,0.24151139092254398,0.14782910377509653,0.042305137580963076,0.25163714771515716,0.46447018845704685,0.13729317978333763,0.31268396631719586,0.12160816109456633,0.24851226396277112,0.5190759725733725,0.26873375936973487,0.04619949141682032,0.21805793703863363,0.11799255997111951,0.1585163672087827,0.3212395141038662,0.301081982328403,0.06926177796601285,0.15407856201024378,0.078802975827818,0.028199251065407622,0.21458259447040612,0.32867590626150917,0.43378219965668974,Stroop,Stroop.csv
67,0.029008317607845793,0.1116084610774976,0.09147602867222134,0.028111650602825503,0.2976618033909944,0.27113389209980593,0.09704391382999059,0.17056217998137718,0.0889968103549785,0.09995645992138125,0.7165380362193791,0.2780737436235441,0.04646581435021032,0.18675225811608856,0.09048249364089599,0.11198154152176157,0.363071953375145,0.3297181283625771,0.01054010615247484,0.011980716063283502,0.01193638185275199,0.011832039699409234,0.18579641717664203,0.04881489953994143,0.15882384426293034,Stroop,Stroop.csv
68,0.0318885348746346,0.07089454128590644,0.04400562004460055,0.04051018293174692,0.2238070752890985,0.1430588986831095,0.13813575939218029,0.2650659946620214,0.08469498077184451,0.28318267447658607,0.2509185761599519,0.20464953042739004,0.03731904736015965,0.21733312450218104,0.07077584917633539,0.196919397484089,0.13351418530066955,0.2545714142714155,0.005196616846322609,0.0069740495787165725,0.0019449181155719963,0.019576297661353815,0.1539997745778744,0.021702618875371997,0.09045813645410329,Stroop,Stroop.csv
69,0.06492434103183836,0.1213524729308928,0.017062256180204904,0.03542242385544386,0.20272496481830632,0.26081403691284283,0.39422598489165855,0.4518705626080113,0.11970255619883359,0.4480863210986231,0.23854056848787403,0.23600895355683763,0.08225391363830349,0.2834531003107507,0.09346082951866316,0.28408527921989607,0.1959292837042354,0.24619528906070723,0.040545647279754043,0.04209214024598105,0.008108645471979757,0.009296326322774742,0.09068516220417362,0.18340157076216215,0.256058045791422,Stroop,Stroop.csv
70,0.013245821749956987,0.06585460202794055,0.13004954326141585,0.09085333028124731,0.3493212676352969,0.07573973718024905,0.18903289143105773,0.5002619828532144,0.19635488348735938,0.19158525973793558,0.631921122082923,0.5192578564901394,0.027725104217085038,0.3269623485664858,0.16076885392368778,0.16626309179605944,0.47625477560418666,0.43388867025527034,0.009415804462060912,0.010333578737040813,0.020637700673132968,0.02521981941094024,0.17080166202793207,0.025689184788167663,0.13850916290748283,Stroop,Stroop.csv
71,0.023366888134946882,0.1572550595346042,0.06754669023798833,0.08000655942953265,0.26807887904459543,0.19812432050009535,0.09161764214712348,0.37465928468474063,0.0978635868477031,0.19141692589140266,0.35057531975221173,0.3907666424045412,0.02034524878090131,0.17575972519726135,0.03321208869075761,0.12872117247243897,0.2119917600472,0.2826189572559963,0.03290556880180394,0.06301018767063495,0.03657756714704415,0.03044153756529645,0.12361929061452519,0.12770379648905586,0.21830971219061435,Stroop,Stroop.csv
72,0.015592259478328464,0.11356520329183963,0.11389847218435734,0.019011359020702803,0.2970143307156247,0.3278846571361126,0.03523961579167539,0.6670036521939345,0.28568658230416416,0.14956483386370414,0.17837462236926654,0.8117201534490456,0.015697020931289007,0.37318153989900515,0.17345313143417834,0.10586995511912109,0.1595662637676869,0.6776123393256495,0.007012480540974126,0.021863340279902266,0.0247811460300467,0.006395303369697222,0.16438595242892035,0.11546559551739786,0.33318510965771925,Stroop,Stroop.csv
73,0.00622576396499732,0.03357508966290657,0.12617315786831973,0.08391707880129551,0.1144170671245162,0.04160863134686956,0.12695617853424818,0.2588820943689393,0.6257913225496397,0.2649646111905589,0.1433274164646241,0.21126774742628904,0.03526042873729301,0.1536298421786647,0.3747516438231485,0.15620471444991782,0.09093965775091188,0.21561414323989514,0.0065729237093807204,0.0013810793950069652,0.0192319602873951,0.02813384369393832,0.05096443042196529,0.004555895402168808,0.05026626184548175,Stroop,Stroop.csv
74,0.11498461237052698,0.21717441116149303,0.27089720544050927,0.0518984147337153,0.33456048036451985,0.36855535077390617,0.22291678144076457,0.05055630424400463,0.4579514157940587,0.11677269084854613,0.15837843132788287,0.08849357623473704,0.026311474110973974,0.07186324628010686,0.2979416294815437,0.15048894350039316,0.15354678342464712,0.10587976847553736,0.164584391007741,0.15467044521319576,0.058537875019127154,0.012139058203714963,0.20334974709069292,0.5747069327053211,0.5773618270186067,Stroop,Stroop.csv
75,0.02039043626403317,0.04079961539853942,0.05572614194747415,0.03927702894105907,0.3879984046700515,0.08584238517401659,0.3092375769336572,0.17819298487962193,0.06720549179695005,0.1640988265264485,0.43629031550410047,0.2119170249646143,0.08967955991698286,0.10679452282922239,0.05111456047977497,0.07144281567769847,0.28955643199681924,0.2514207212283566,0.007161617656571618,0.0027267635598271257,0.0037427797683171316,0.00764632413665068,0.2517020660848799,0.01796874546702659,0.07545450569917914,Stroop,Stroop.csv
76,0.006884858766376331,0.1259448815158803,0.1584779127610845,0.030860024179106774,0.1653683666824411,0.29112560689119,0.24368694908616256,0.22042415828571152,0.31676134590419847,0.19129168711124198,0.09340977599911,0.23270716471197853,0.06700219672032683,0.17932734843980533,0.24981462120759845,0.14908706451496356,0.11744533310924331,0.2597068154327392,5.2108040509794124e-05,0.015126337775825663,0.016498695872506575,0.009885125941122928,0.10853562898816767,0.06678933887664998,0.16472872637723368,Stroop,Stroop.csv
77,0.0001543112158843142,0.08814729966625216,0.034214945982451866,0.044520923847427785,0.11241790167314754,0.16699665651776502,0.019686406457742247,0.02359240316006357,0.1969382320588292,0.2198844893954872,0.2556607997831515,0.02544086317363395,0.003180677163201989,0.03387621469202175,0.04692827019189359,0.07347612273715493,0.13796609583916591,0.08399460817178359,0.0005535902047566967,0.0024601675123497885,0.0036478291552946786,0.014500641614178984,0.04291305356251211,0.011554664932690084,0.0453189152692899,Stroop,Stroop.csv
78,0.015542511085741225,0.07067782456216323,0.04845305651712204,0.02192952867704265,0.2657350542758303,0.19538948908574794,0.14008389363906318,0.16724203976050311,0.07691045311678216,0.15285339541874302,0.39994195161548696,0.20970961801788143,0.03847417847260273,0.1565386002031762,0.03279743774503152,0.13199964382121762,0.18660042046317404,0.24786553815572573,0.004785628558014208,0.006765589184711828,0.010664303327953298,0.011076414238119097,0.1961485370200941,0.03041648958869897,0.10899070711147553,Stroop,Stroop.csv
79,0.009071004287792284,0.11365657860979471,0.06348279454985617,0.05646005090803102,0.2195359238966954,0.18392031810238893,0.02578624304478903,0.3586924624467057,0.17503922782989392,0.2285348751392148,0.3943720165413157,0.3287084734253368,0.01577206194901493,0.2761114410700299,0.18742681489595073,0.14254385488208454,0.19979125495651762,0.41062067703533617,0.0015369609920608347,0.007019612257360204,0.004325406229720488,0.01978068588150682,0.10951310742299801,0.02166588607512213,0.13252595676558043,Stroop,Stroop.csv
80,0.004601927309731109,0.04536077655439277,0.06659144671728084,0.03207885400045764,0.10966205613484585,0.10647111548442813,0.1826962909830607,0.217518701616315,0.15790076192608088,0.43460300400718255,0.15697351960904904,0.11191784585508874,0.05955295480496497,0.1418553219538749,0.09132083600759934,0.17791701131790047,0.12135699482292565,0.180845850159957,0.0003908727412062756,0.0037627508489273447,0.008324174569082535,0.013412581964989845,0.06261087311922596,0.016711484862907067,0.05844287016418831,Stroop,Stroop.csv
81,0.023564448268574307,0.08834862268341583,0.03466382020874947,0.07147613749339429,0.2934061016898491,0.12164330928462395,0.13708763823899456,0.2608088985058301,0.27648690505592005,0.37631247943444857,0.4268986365428945,0.15627341264792483,0.028665276352186714,0.16752814547178177,0.3451150779511103,0.22357140311674795,0.2844539144025669,0.17807078201001986,0.008905253057891995,0.00543979517823552,0.008157561280213948,0.025041741060652257,0.15135102467562245,0.014494035748424672,0.06491390117178716,Stroop,Stroop.csv
82,0.18040452217741465,0.12773344325756114,0.09769073943025199,0.044635600541006015,0.3143483503543461,0.23980138363661457,0.009447082331933542,0.34246747939608924,0.15667949168386125,0.22478530352198248,0.4810745645103237,0.31792384947101116,0.009471529621990835,0.20258919289390803,0.039761981657428495,0.11841213919770183,0.33784330960342485,0.34410850334281745,0.2330569343530476,0.0988981950343577,0.051639264527024414,0.015407620129232927,0.2235418124191872,0.3204815179029802,0.3893265892015789,Stroop,Stroop.csv
83,0.19957415120493122,0.11162300348966446,0.15184267647087304,0.007363958569569517,0.241859056464639,0.42448183968027187,0.15604820618929705,0.30424292050554225,0.12078108800014255,0.24584511363972353,0.2578679697254893,0.26374434728360463,0.05463843354527341,0.2247932320823145,0.08415318873525271,0.19483779428925313,0.28531718805915685,0.26539141463793753,0.22906325140715872,0.1048790036349534,0.051578562272441654,0.00689650496792819,0.17052853914628013,0.5156227721308022,0.5791685147968261,Stroop,Stroop.csv
84,0.010131383012321624,0.050080010507334925,0.03410522122477516,0.06709001061273537,0.2728229510595281,0.07305807380051799,0.05417458365075891,0.3746355253130036,0.11913179484484894,0.06889050595697979,0.5385036211387659,0.6969849085397133,0.004897994641955106,0.17749446208303438,0.026491505600890128,0.11095471704316615,0.3028372151901572,0.3155724290401904,0.011177854849452827,0.0053698771858798474,0.004213984729139378,0.01724308886356124,0.1639041479063847,0.0189214307210961,0.14005377277788456,Stroop,Stroop.csv
85,0.11959341730850823,0.09658590513572726,0.03517886900079569,0.03268840399105433,0.3795832587080902,0.21796935903741074,0.14847930675209087,0.3330201441816386,0.17580119556711749,0.27603388071211465,0.2956611440251031,0.2630568621414845,0.026742489143815204,0.22168528003594948,0.16958433235169712,0.21419624619073047,0.25010147680534756,0.24299539452446525,0.1437425780226892,0.01658748576978763,0.00250259289843869,0.011906179245204516,0.2860055453679058,0.06582711928601233,0.14987097946295475,Stroop,Stroop.csv
86,0.013564868359429277,0.09031593604185267,0.08739775200262785,0.06724936901500829,0.21236807610755765,0.1299238236130633,0.06539070377604107,0.470098836914558,0.04864797029322564,0.11145206739770255,0.09580468457483617,0.6852833370673984,0.015349988873555981,0.23936878370304793,0.07814322079433786,0.0718865354583628,0.11531652935684651,0.551464528521079,0.010196384470112481,0.015046489262499048,0.0023757610759021883,0.020094509513970994,0.09035098713739802,0.04310979785002401,0.19891207207078565,Stroop,Stroop.csv
87,0.017273157609044135,0.07359730433558415,0.1864169061014393,0.06650691066145485,0.16944360730183788,0.10709621286253754,0.0049192086235708464,0.29369434685274165,0.31603791838526424,0.3136763406159947,0.3429272119853949,0.20806925353432612,0.010541491407077943,0.1462301615981873,0.2543831749417245,0.1577762504285838,0.1443414586294009,0.20391058628917544,0.006382401399966375,0.021382060071792285,0.02806717326258588,0.01715764799023677,0.10741612482930428,0.06699866167508144,0.11568515328304642,Stroop,Stroop.csv
88,0.015883948524566746,0.07856428922688864,0.15787453302281138,0.04268543457128385,0.07274694965346494,0.15317145015610253,0.07124446639032596,0.17707213898530588,0.34139721966302106,0.3067935816468542,0.3283162488476203,0.12650020864093023,0.01873237855311824,0.11028511004584798,0.1912966995358997,0.2510664927374898,0.19547037969655046,0.10736725380894838,0.00012124469186408648,0.005498844857380185,0.017633649132172136,0.013099493990792518,0.016915431649853332,0.02309825559478672,0.0671691838867751,Stroop,Stroop.csv
89,0.08662456326783129,0.13943158749969528,0.03613258945716617,0.048678259096153934,0.2214598079982255,0.24771546032107838,0.16567761882538673,0.43674685484915077,0.054580400701861514,0.2526556026795228,0.4863741045900518,0.3702953025735586,0.05417393758463133,0.4418610997188563,0.0714222385960736,0.14703243090235077,0.24198833278869047,0.6400831322416484,0.027456754945914943,0.055250948038544065,0.013667078148060362,0.02319142898347813,0.18811432923682886,0.1372735773218238,0.27626786301249656,Stroop,Stroop.csv
90,0.032856566671933984,0.07475194848311334,0.03880163913025721,0.06448646395790344,0.22462298969759897,0.11117136556405147,0.18306487112695818,0.21934838479145732,0.1325550179412175,0.26407340287785364,0.3992842185626201,0.17942977665853124,0.06067687785091345,0.19975844576482563,0.06469487583063371,0.19638399988385696,0.19005657990225994,0.23472506205406843,0.07135091095131127,0.021662498818381917,0.00977876670359473,0.020124558197992037,0.1176905974397759,0.06092291019033133,0.11150385822574248,Stroop,Stroop.csv
91,0.2128370338539208,0.4244737396431973,0.1794907428384936,0.039278882234724866,0.16570915401219566,0.8488113985361839,0.04712419675163989,0.2656966375649005,0.25785262015802385,0.5172857523698631,0.1870701552605581,0.11634226805678743,0.009861824662328928,0.12883734242120096,0.28550408083853007,0.27614419199029594,0.10784390713635546,0.11552408387953375,0.273712276082223,0.3661124176121016,0.1678849732349568,0.03439973577953753,0.12371409881614802,0.6688211150069294,0.7654786250215083,Stroop,Stroop.csv
92,0.043188587007538776,0.04809588212775616,0.13323458891613743,0.09960052196656506,0.1789596742598642,0.05143360164132241,0.07200320887569496,0.422280976303826,0.544442271369031,0.2912220783050773,0.4365642756546875,0.31982176138474017,0.011725320067453185,0.17410916572692642,0.33342357154373026,0.17733553038754218,0.2985293050582987,0.22173775046517,0.025967486321051576,0.009442562957822025,0.012447972195596069,0.019074346927028973,0.11251780853111097,0.029015242995208947,0.08709603326575513,Stroop,Stroop.csv
93,0.10233351045152947,0.09974928252447232,0.1339773704571545,0.03421950547866261,0.13983880818787503,0.21944416338642436,0.10048592854240282,0.9610086814797834,0.08556072342539833,0.33135531965999154,0.4593839519811934,0.6601012833161637,0.004949976487777994,0.411872330396644,0.033965260780525364,0.15373077870395854,0.25630357563842004,0.5779953235917269,0.1034820209326752,0.05730621148858942,0.059285869656165814,0.015201633745303412,0.09893092912987238,0.18860863068549077,0.34183535107999213,Stroop,Stroop.csv
94,0.15634044173158984,0.3488967798218628,0.04095830860198547,0.02959461043185974,0.26552740403226616,0.8128519797521037,0.04337852417041437,0.13331483890899867,0.8082777499326107,0.11956829913426537,0.4584467756018501,0.19978109359145235,0.02355150298703058,0.07037807161298945,0.576341366850776,0.07602117147383475,0.313404321314723,0.16265589296386684,0.1894539487584833,0.1367480024317365,0.018437726193196193,0.011862684501137491,0.19074055614223756,0.5151296306953826,0.6428305717231111,Stroop,Stroop.csv
95,0.07666176980937318,0.08063366391673131,0.16986263948184488,0.06180207564807415,0.338161610560503,0.12338708904519617,0.1322290403116418,0.5135763207294386,0.24091712333154264,0.21652080518167363,0.22925285830792075,0.4885131173070182,0.061587848852182984,0.224908873572431,0.1663222590718515,0.10429886494918802,0.1728362126827408,0.41475086921987475,0.019834286688975748,0.0066659068965284896,0.013331061467784903,0.016020776331147072,0.21107793427978921,0.023952471185938733,0.14134632408368225,Stroop,Stroop.csv
96,0.0421845880453495,0.05940873634915877,0.18453790792858252,0.10515713606268944,0.4827649803440427,0.06065347359192595,0.10720920557753782,0.06746955307539186,0.5915410423321319,0.2189183970016396,0.45176384164016214,0.06670829495959922,0.016456792994355703,0.06098252302166568,0.49328846423441314,0.14287016080297435,0.3688396776103051,0.09400093838916171,0.04597605095032488,0.026541869290337597,0.05092338847212466,0.030745528557869304,0.2290887111061835,0.054204448058520385,0.06477932709549145,Stroop,Stroop.csv
97,0.004216854164657849,0.07841149122151772,0.0776866400619323,0.06469931934279581,0.414388342592087,0.1162340756134063,0.025869771828527153,0.1403390180038968,0.05826726102098839,0.353356402032898,0.6939746725876599,0.08635165079911558,0.00608066522036584,0.1392087228437197,0.09597202235309124,0.12055853491922897,0.36140291971134475,0.235250359008584,0.006681401781643818,0.0016331874849040368,0.005103754712320269,0.020230187460649203,0.23224811047194677,0.006829601699895333,0.0553775054900552,Stroop,Stroop.csv
98,0.009862811952724749,0.05865751781155088,0.25063453756260134,0.06095710028928997,0.18430679255911103,0.09129478337918928,0.1273951691866315,0.05131865673538885,0.1925523888944759,0.277449745479442,0.27027033456898686,0.039111362921089174,0.021991892848013065,0.08724076561767624,0.1880279294198811,0.10996858124845968,0.1431099630924093,0.158959441563313,0.00956077553152876,0.029689039848121306,0.03628309871683151,0.016030653903293276,0.10130247617324224,0.09601188755726679,0.1111039093799152,Stroop,Stroop.csv
99,0.03322758586995293,0.0884133474827169,0.19140395639549562,0.02074601824762327,0.2718317685875699,0.24821539449866498,0.06599093285767764,0.09553971183706692,0.15824830608981733,0.1210762455430105,0.4161169522434853,0.1470874025952979,0.024083902339298028,0.10301719935024958,0.25864930589546037,0.07034711306901692,0.2028784475835183,0.24490706556005903,0.045902202594702,0.06336280643257734,0.024107990267360175,0.01880899436366512,0.16823577852777633,0.1815820452390478,0.240812616452882,Stroop,Stroop.csv
100,0.02186633822166749,0.06547523394464873,0.11418485750577251,0.03312246438081631,0.2822599967125805,0.14853430445819596,0.02882262427161245,0.10429270691722495,0.11759294082727749,0.28110600206330794,0.3537911085022883,0.07996349229274857,0.020836944032645344,0.14678366468728135,0.09869272618775142,0.110473369483579,0.24193905224434692,0.26271561099035945,0.00781356499765743,0.006515995659869026,0.013388078921744683,0.015331683031697674,0.2021940161798355,0.0241724997017109,0.07949942699976854,Stroop,Stroop.csv
101,0.05440149931641115,0.05913157408546107,0.0516394863884565,0.11662573025967117,0.3702593432852589,0.05527860361628758,0.060477510310709956,0.1787460020286981,0.06087534894506254,0.10148529671098155,0.5487683791407171,0.2878936242037673,0.02326621287523925,0.051129145693551176,0.06450473595060714,0.1299487602135594,0.349053397905681,0.0851537152287948,0.06523707191498994,0.06728779586070639,0.036665572927994154,0.025192946000850393,0.18508757422635752,0.15705138129917318,0.17688102665822358,Stroop,Stroop.csv
102,0.33866193099185243,0.20387298735491988,0.13235515484224702,0.04868935477201014,0.38069013621564757,0.3604968750968033,0.13097717357003794,0.06307611985550575,0.15156756159608153,0.15157940411556567,0.23581089038623115,0.08710534560943876,0.022543481416216697,0.0870022715245941,0.17260116598002548,0.14528357307777276,0.15080388536250666,0.13061891050432306,0.38842962485776145,0.14274477324074195,0.16065097235744166,0.04928753785023558,0.2096445977631704,0.19501414998450392,0.25584579598728713,Stroop,Stroop.csv
103,0.033873222733720745,0.24996631638641584,0.1211266713807766,0.058945921900978956,0.3497465349875995,0.38975637332173707,0.28833659195530165,0.728027205406104,0.34253567792851264,0.1505873442230587,0.5287240346643705,0.8810997654254521,0.030752061430741145,0.5011239492789424,0.22649411685299742,0.091154743599101,0.3367065835520697,0.99753140983544,0.02125844427086057,0.056311141334774224,0.026061319992226297,0.025927149055576127,0.2178836542377089,0.12898583890831558,0.40372182682625635,Stroop,Stroop.csv
104,0.035731656265663075,0.2187309419545443,0.0635402407051831,0.10292787955916329,0.349125135144822,0.22684088384057718,0.03379599119200038,0.3425287179001175,0.12930032077833672,0.3535801796151453,0.42228746880322987,0.2193301379432442,0.007276932741907235,0.24044002427973804,0.08122050285884763,0.22942518188297395,0.15817694077306055,0.2492623183187672,0.03877528943581801,0.08660886859893649,0.019324451000251226,0.02708883174378666,0.20930339279537974,0.19111494018317426,0.2536015582823702,Stroop,Stroop.csv
105,0.01793885485840396,0.10204883620336717,0.06393281989307749,0.07239298370492978,0.5103436342707263,0.1389424131287992,0.1833871208504235,0.5071833666505289,0.11435560538841509,0.2617801281893345,0.37644385743920916,0.41834572918580326,0.02307370708161694,0.2366741138775897,0.05950967161164092,0.18293306033096968,0.3215987801221967,0.29315914481861716,0.025988734042084596,0.019196474475598618,0.005958542832129727,0.01865553919376817,0.2788786572786802,0.057163666880560814,0.15020862336114515,Stroop,Stroop.csv
106,0.025542977067543254,0.04493115785436241,0.05414163745308315,0.12178005023488651,0.2711703570741136,0.0403540489467183,0.09476347092151582,0.20460165941722375,0.2719102629470475,0.18191117928862563,0.3293774945106791,0.224660400229541,0.02754637423704369,0.10435497442761033,0.17234691348360803,0.12593198690753052,0.13337021431346407,0.1724219299004832,0.0019561626733754873,0.0,0.003525621139889155,0.026579731385549654,0.09229544407777902,0.0017517655116163695,0.0442162117325824,Stroop,Stroop.csv
107,0.03732564094862706,0.07048084804330357,0.11113845166360378,0.05203416860034994,0.2764962184283585,0.12159702940616691,0.06984265924609871,0.24237635829068063,0.46568587161754693,0.07280189630175976,0.3653524202280456,0.4511076904340803,0.022462753868518575,0.21408848826515747,0.31995090941581433,0.045412235379525046,0.3037997906242836,0.6208783832108509,0.0011325246076212224,0.009959098716392356,0.012243904092458093,0.014254771468008322,0.1691022437428596,0.036909901456183544,0.17140828763298,Stroop,Stroop.csv
108,0.024531291481539395,0.06085131638751374,0.02498625794106933,0.07329305823857095,0.26016171820796447,0.08275018703641995,0.20908343785244335,0.19537168148186765,0.05034954575766863,0.14564724173001592,0.1293153456933221,0.2509793042978762,0.06692873651944428,0.16976108545370652,0.045657402796406885,0.05823898521282243,0.08578683473147143,0.43985077945208884,0.0016108874276313308,0.006833714469772061,0.002543484628307614,0.016707164927845162,0.17731527585165452,0.02380113832094839,0.10643700806628932,Stroop,Stroop.csv
109,0.01187234098736109,0.07361733123078798,0.09793973882923501,0.031796826939273964,0.35887642097834493,0.16997596333635354,0.02447426501916739,0.19036195884568263,0.16347270928944135,0.2923990989400165,0.4047407874150518,0.14231695536284864,0.006067901823609305,0.14275538641288818,0.08016954939749231,0.14410857588836776,0.21033707586415362,0.21277203690716315,0.003008465148293383,0.004601122105848537,0.0135905443331628,0.00586330541010543,0.2136274422363305,0.0299330878245746,0.0908002073094636,Stroop,Stroop.csv
110,0.02674498831302858,0.12648288156358833,0.014811307220283275,0.06634109978381882,0.2454169696200597,0.18290633668973566,0.13795841219952024,0.46297385863626506,0.13997129483138843,0.19977785568976178,0.37356700001764975,0.467060425460073,0.02112678125596508,0.3695560214699765,0.09060644418378858,0.129935580401932,0.2544339341932456,0.5849620654580832,0.010534020857345488,0.008205836081300093,0.003833369758743541,0.020323714960914348,0.11650098973339605,0.02442674358738856,0.17180132206294052,Stroop,Stroop.csv
111,0.04735661552480677,0.028170558845021967,0.18234390160346925,0.0771815236736433,0.4034441049406681,0.03757517619341337,0.19924413296594043,0.11897646143300211,0.2883298194863856,0.24961129143053698,0.4541582341527748,0.10231694588594278,0.09571184942497615,0.08402378183495247,0.32212935992398667,0.26584377335204495,0.3470719160076578,0.0784288624529974,0.009007073805504083,0.0036432151736954296,0.010306469093309274,0.022843364475856155,0.2137300648305992,0.011132356940283385,0.02573895302123446,Stroop,Stroop.csv
112,0.014438288334482612,0.10082822812402172,0.09251817875234392,0.10366170402298429,0.07735994965044295,0.10406855608990895,0.015586793103373853,0.29541508757018287,0.1764460569754616,0.29777268232702825,0.20730118187387736,0.21884912466025283,0.010720166100373837,0.2584147831663658,0.12568089836224328,0.2165522222430083,0.10233761061159889,0.2803709523255471,0.002099568155671097,0.0065626776655887155,0.0152675732623773,0.03993466554809082,0.035817237761025536,0.011514523403343722,0.07812189507517353,Stroop,Stroop.csv
113,0.03584099263711375,0.06603987000694257,0.08728327146676913,0.10539844261594923,0.15165871626153737,0.06728276074209477,0.08225692266806993,0.23289351524414856,0.40055733236827096,0.23157288562210485,0.19549887429646529,0.21209073099261921,0.008863627536204736,0.16072006014718357,0.33398928588968385,0.1765651350008108,0.10222434331763951,0.20563081385611023,0.018302770080590867,0.005980769381317161,0.03928436124839917,0.03161549922846693,0.0012110757667115751,0.013001697707974486,0.06191947613205846,Stroop,Stroop.csv
114,0.012359542961750727,0.12080601103882604,0.06064269993196131,0.09985565439712189,0.4032667333898911,0.12844889285131553,0.05511088836438177,0.5456161333277368,0.06837143329223319,0.2707149573478944,0.3069532737185858,0.43849881813299907,0.012558053238464862,0.3648932849097294,0.04276166415716927,0.23492812942708297,0.18947875267843817,0.3699249212976537,0.0035169302098640555,0.01131055865683199,0.011123181997091225,0.02640974245103957,0.21151085149428805,0.026968810238630986,0.13369016885822999,Stroop,Stroop.csv
115,0.07464849379215517,0.27267997284872747,0.13011552741561977,0.11186850605948746,0.09738621863380358,0.26462340834903086,0.09750133046288796,0.361405725096955,0.20689087675161294,0.12767716712078062,0.302879611063486,0.4913307193428543,0.033443647845613995,0.2967187222084417,0.19376159454872863,0.11685827830940201,0.190469768144301,0.5059625661407138,0.05528789462318708,0.10985036807933342,0.05488468673754635,0.03875080657765553,0.035243670545824515,0.18323911589392947,0.3180844412999103,Stroop,Stroop.csv
116,0.006841818520733995,0.05557484711483169,0.13502643491623362,0.08459817716941465,0.3185714447183859,0.06777660678455881,0.11403248872759553,0.16523556642155443,0.3563722666331707,0.23241529744703757,0.16491981912782716,0.15068030521556647,0.016261268698990347,0.15417976110956602,0.3367698208947107,0.14001310101435907,0.08774300140832618,0.23423667101748502,0.0030522337513658104,0.0028834492226851183,0.005409522249613741,0.02521853416636682,0.24367716405781376,0.00852218490111945,0.054072269292817776,Stroop,Stroop.csv
